Symbol,logFC,PValue,FDR,
CheB74a,1.308414967,0.439357899,0.749475241,
Pdk,1.309091596,0.002753977,0.059909276,
CG3544,1.309735189,0.004535062,0.080038582,
CG13323,1.30985802,0.07494614,0.353422163,
Ant2,1.309926437,0.001196562,0.036909825,
dila,1.310428854,0.11520203,0.441023899,
CG8952,1.310496293,0.143794284,0.484976865,
CG31157,1.310532528,0.216148491,0.562609602,
CG2254,1.312081276,0.01213077,0.138446453,
mei-P22,1.312154231,0.213389062,0.562609602,
CR44888,1.31235089,0.02566347,0.203976035,
snoRNA:Psi18S-1397,1.312550729,0.203991562,0.556211267,
Pkg21D,1.313119353,0.004534657,0.080038582,
CG8584,1.313350565,0.414379569,0.730140934,
CG44253,1.313350565,0.414379569,0.730140934,
CG8629,1.313999449,0.414278009,0.730140934,
mir-2280,1.313999449,0.414278009,0.730140934,
CG8858,1.314655195,0.002116957,0.051856559,
CR45030,1.314811215,0.208442743,0.560009767,
CG40198,1.315029409,0.170779588,0.525504222,
CG3921,1.315776701,0.023380535,0.194800238,
CR44268,1.316549353,0.067126637,0.33536212,
CR44344,1.316702655,0.340398666,0.657780105,
Roe1,1.31703559,0.028213766,0.212855752,
CR43174,1.318994869,0.005414788,0.088583934,
CG8414,1.320930566,0.000313945,0.015949064,
GILT3,1.321017437,0.005387367,0.088557372,
bwa,1.322996328,0.002480503,0.056785338,
CG11889,1.3254563,0.012289013,0.139142679,
CG11891,1.3254563,0.012289013,0.139142679,
CG11162,1.328191902,0.301674356,0.657780105,
CR44176,1.328703171,0.131339751,0.461456861,
CG32452,1.329574563,0.016029286,0.158522476,
CG11192,1.329645673,0.089831093,0.387363366,
CG7837,1.331035908,0.015236599,0.154844927,
ect,1.33112591,0.023497577,0.195116444,
CG5171,1.33160176,0.047934403,0.281050187,
Cyp28a5,1.331937549,0.022221688,0.189127647,
CR45522,1.332244431,0.01404211,0.149238314,
zpg,1.332847724,0.416504464,0.731592285,
Kaz-m1,1.332894286,0.000771718,0.028586651,
Claspin,1.332914563,0.0065034,0.096968927,
laf,1.333503031,0.383271977,0.699232105,
CG7202,1.333503031,0.383271977,0.699232105,
CG6660,1.333503031,0.383271977,0.699232105,
CG15577,1.334158457,0.416292928,0.731592285,
snoRNA:Psi18S-640d,1.334158457,0.416292928,0.731592285,
CG15517,1.33531375,0.065808754,0.333331919,
Ugt36Ba,1.33594163,0.017075648,0.164185309,
CG7560,1.336872027,0.129549087,0.45872913,
CG30354,1.337486491,0.170304291,0.525091059,
sn,1.337645181,0.018100607,0.168915563,
CG15211,1.338522552,0.003007404,0.063683876,
CR45807,1.338962536,0.055436561,0.301488016,
Pen,1.339348708,0.020710484,0.181415005,
Inos,1.340112594,0.000429051,0.019448657,
fd64A,1.340651378,0.41310537,0.728973914,
SMSr,1.340896329,0.00016829,0.011277365,
CR45194,1.3417135,0.21024309,0.562609602,
Ir94h,1.341962111,0.412896141,0.72886087,
Obp56f,1.341962111,0.412896141,0.72886087,
CG13229,1.342687907,0.006181848,0.094842557,
CR43253,1.343164724,0.098873998,0.403911567,
Tim17a2,1.343706665,0.050492175,0.287751103,
fray,1.346289591,0.001389224,0.040428496,
Gclc,1.347515659,0.002014404,0.050120837,
Samuel,1.347880204,0.001007574,0.033694977,
nau,1.34813703,0.009429134,0.12002588,
CG12796,1.349037907,0.051970151,0.291717303,
CG6978,1.354989443,0.373405772,0.690366485,
CR43637,1.355037723,0.051549163,0.290930901,
CG5770,1.355474801,0.193222639,0.541493983,
CG32631,1.355644869,0.407019043,0.723451531,
CR44896,1.355644869,0.407019043,0.723451531,
CR45280,1.355813871,0.162999832,0.513947549,
CG11786,1.360295683,0.078926868,0.362317829,
CG6074,1.360452363,0.095026489,0.396472638,
Pect,1.360621884,0.008183252,0.109636211,
fzy,1.361804881,0.000261082,0.014050221,
CG4749,1.364600994,0.00947225,0.120224714,
CG12768,1.364958137,0.304645361,0.657780105,
CG42784,1.365264811,0.005704138,0.090943817,
CG9989,1.367841809,0.059584439,0.31465333,
CG31808,1.368272208,0.000853499,0.030340843,
yip7,1.37195654,0.292387556,0.657780105,
mtt,1.371999995,0.066869994,0.33536212,
Gr89a,1.374283785,0.006272192,0.095226248,
CG9631,1.374809806,0.409021911,0.725242622,
CG13159,1.374809806,0.409021911,0.725242622,
CG33689,1.375471272,0.408915338,0.725200696,
CG34238,1.375471272,0.408915338,0.725200696,
out,1.376738557,0.000189517,0.012011651,
CG18528,1.377244712,0.010426444,0.126668134,
CR45868,1.377539564,0.243077209,0.601525823,
CG34450,1.38245433,0.154735394,0.503882506,
CG13442,1.382613459,0.405692084,0.722992455,
CG14111,1.382613459,0.405692084,0.722992455,
beat-Vb,1.382613459,0.405692084,0.722992455,
CG31958,1.382613459,0.405692084,0.722992455,
Sfp24C1,1.382613459,0.405692084,0.722992455,
CG43829,1.382613459,0.405692084,0.722992455,
CR44809,1.38299485,0.024051997,0.196376785,
CG12448,1.383274926,0.405586632,0.722992455,
Or65c,1.383274926,0.405586632,0.722992455,
CR44715,1.383274926,0.405586632,0.722992455,
CG31689,1.383900883,0.003004251,0.063683876,
CG5399,1.384882117,0.010995915,0.130342501,
snoRNA:Psi18S-525c,1.385059265,0.152298331,0.499973408,
CR44892,1.385169487,0.007558682,0.105676531,
CG13889,1.385900839,0.158165385,0.505079497,
CG15186,1.386315838,0.127802322,0.455164193,
CG9503,1.387175986,0.068021922,0.33635946,
CG3281,1.389312654,0.000160078,0.010936576,
CR44282,1.389455198,0.235866128,0.592374867,
lama,1.389459152,0.005788536,0.091704255,
CG9021,1.391717645,0.003011239,0.063683876,
Ir100a,1.391748429,0.313348512,0.657780105,
CR45805,1.392374558,0.0317258,0.226303405,
mRpL43,1.39252669,0.003882519,0.073865096,
Mlp60A,1.393323321,0.248792146,0.610290972,
Cad86C,1.394561554,0.027597103,0.211891741,
CG10300,1.39498123,0.00625985,0.09520415,
Tsp2A,1.395805919,0.036534158,0.244446219,
snoRNA:U29:54Eb,1.396296218,0.399932771,0.716963193,
lbe,1.396957684,0.399829286,0.716864605,
CG4324,1.396957684,0.399829286,0.716864605,
PCNA,1.397368517,0.000725337,0.027518754,
Or42a,1.397619264,0.434992265,0.745500427,
CG13427,1.397619264,0.434992265,0.745500427,
Dmtn,1.39768935,0.001554908,0.043007054,
CG9270,1.398053801,0.007790989,0.107041945,
CR44587,1.398711715,0.246607091,0.607468445,
5-HT1A,1.39951023,0.017372627,0.164978959,
CG8679,1.400139001,0.005740848,0.091249577,
CG14932,1.400615685,0.317891704,0.657780105,
Oseg4,1.401288331,0.068282879,0.337173223,
CG5665,1.405360008,0.145939334,0.489074335,
CR45941,1.406868926,0.284519898,0.657780105,
Npc2d,1.406923804,0.232499494,0.587760874,
CG7966,1.407099967,0.006451489,0.096523993,
CR43857,1.408897836,0.05164063,0.291316799,
LysX,1.409153582,0.11222417,0.433768117,
CG34449,1.412140236,0.001180904,0.036747897,
snoRNA:Psi18S-525a,1.413114759,0.049463013,0.285905423,
mbc,1.413508602,0.001133663,0.036050487,
CR44022,1.414424481,0.311594314,0.657780105,
Myo28B1,1.415079051,0.000516305,0.021655113,
Cyp4e2,1.415724664,0.018747123,0.17234689,
CG43313,1.417228883,0.000436431,0.019613225,
Thor,1.421371447,0.000511779,0.021608576,
CG44102,1.42338735,0.026288501,0.206367091,
TAF1B,1.42415645,0.006160426,0.094763282,
metro,1.424497397,0.006607455,0.097687564,
CR44719,1.425052421,0.251502014,0.614267591,
Vha100-2,1.42521019,0.000221324,0.013023875,
CG12209,1.425419826,0.037460455,0.247519215,
snoRNA:Psi18S-841c,1.425498305,0.258957151,0.622565028,
Sclp,1.425573435,0.003147064,0.064831747,
pk,1.425651178,0.000207222,0.012497654,
CG33337,1.425910323,0.138710157,0.474299246,
CG33511,1.427785094,0.043807467,0.268665582,
fa2h,1.427838895,0.004818717,0.082869091,
CG14109,1.428086209,0.116468002,0.443796373,
CG4302,1.428963863,0.001650486,0.044755041,
CG3062,1.429008504,0.158248974,0.505079497,
CG12825,1.430172265,0.001798168,0.047264925,
DNApol-alpha50,1.430767765,0.001938539,0.049480387,
scyl,1.431112254,0.002131495,0.051863254,
CG7110,1.43148381,0.002003349,0.050120837,
CR45867,1.431978381,0.136105721,0.470266509,
MESK2,1.432263931,0.001884007,0.048396931,
CG11164,1.43428616,0.005242808,0.087164178,
CG44014,1.435730693,0.004403458,0.078588253,
CG3814,1.435806851,0.000246242,0.013931381,
gt,1.436338412,0.041687063,0.262457427,
CG42637,1.436659575,0.143204127,0.484269178,
ix,1.438426653,0.001799796,0.047264925,
CG11322,1.438868254,0.331437729,0.657780105,
sqa,1.438967922,0.001189138,0.036864092,
Rrp46,1.439738865,0.00186954,0.048156483,
cln3,1.439758674,0.064899192,0.330409885,
capu,1.440217642,0.000471706,0.020421132,
dpr7,1.446530206,0.120392438,0.451084779,
snoRNA:Me28S-A1666a,1.447393631,0.175893252,0.530502982,
CG15128,1.448191451,0.016793838,0.162368287,
CG30080,1.448454984,0.19599816,0.545774211,
CG42662,1.448454984,0.19599816,0.545774211,
CR46089,1.449811532,0.007264835,0.103639454,
CG30049,1.451097145,0.004696393,0.081812666,
Nep1,1.451257093,0.000402337,0.018665428,
Mcm5,1.452649173,0.002688318,0.058920648,
CR44906,1.45732644,0.251903476,0.614904648,
CG18473,1.457384406,0.007304936,0.104126587,
CG17928,1.45796489,0.103215145,0.411589803,
Eaat2,1.458659218,0.038680466,0.25229096,
Jon65Aiv,1.46006645,0.204312573,0.556211267,
CG13032,1.4634427,0.097740253,0.402894482,
CG9104,1.464514814,0.001736092,0.046146272,
Gr59e,1.469341162,0.25609063,0.61882676,
CG7724,1.469854297,0.246059477,0.606629344,
Cyp12a5,1.469997417,0.026166604,0.206243307,
Gasp,1.470704588,0.165506928,0.517745692,
CR44741,1.471796,0.047066488,0.278199685,
His2B:CG33868,1.474549046,0.054448991,0.298698438,
CG32713,1.4754828,0.178726242,0.532100256,
hkb,1.47572301,0.329970136,0.657780105,
org-1,1.475904211,0.03158983,0.225973873,
CG18607,1.476749241,0.279018527,0.650757973,
Mcm3,1.476838318,0.005582153,0.08964066,
CG15550,1.478253915,0.103054045,0.411228665,
CG6000,1.479306459,0.018108444,0.168915563,
CG42826,1.479488038,0.017169602,0.164476527,
CR45939,1.48124989,0.001869249,0.048156483,
CR45392,1.481564198,0.220496421,0.569434679,
CR44097,1.482938899,0.01898318,0.17289739,
CR45445,1.483035726,0.016610524,0.161533359,
CG32669,1.483512887,0.004015844,0.075087224,
CG14810,1.483686719,0.022312013,0.189527496,
Zip89B,1.483842767,0.026739677,0.208412185,
CG15739,1.48792193,0.001944241,0.049480387,
CR42839,1.490195817,0.000837559,0.030079903,
Cyp4d21,1.490804919,0.158387849,0.505079497,
CR43683,1.49203128,0.03143472,0.225440193,
Mal-A8,1.492894385,0.112814106,0.435073909,
CG12698,1.495346396,0.342066604,0.657780105,
Ntf-2r,1.495346396,0.342066604,0.657780105,
CG42733,1.495346396,0.342066604,0.657780105,
CG3344,1.495539333,0.186252577,0.532306438,
CG43093,1.496307198,0.209514278,0.561874049,
CG13321,1.496961805,0.00586903,0.092476875,
sut2,1.49709624,0.005822298,0.091989152,
Hsp23,1.497117269,0.005820533,0.091989152,
Gyc76C,1.49948114,0.1269301,0.453904244,
HP1D3csd,1.501479694,0.010817599,0.128970555,
CR45001,1.502668299,0.058186766,0.310743983,
CG33494,1.503726795,0.015210117,0.154844927,
CG15014,1.506149562,0.001531052,0.042640275,
Mcm6,1.506337665,0.000197511,0.012249861,
CG43349,1.506605406,0.00642683,0.096440071,
CG18493,1.507527182,0.1343075,0.466767702,
CG9870,1.507598737,0.009862756,0.122601001,
CG11320,1.507713146,0.128327785,0.456189625,
RnrS,1.508168475,0.000477503,0.020468301,
CR44981,1.508472383,0.096453696,0.399567775,
CG15221,1.509497771,0.187776124,0.534886712,
Gbp,1.510333326,0.333006146,0.657780105,
mir-4963,1.510544605,0.242343667,0.601168406,
CG30008,1.511406267,0.079085922,0.362857497,
gkt,1.511875829,0.012219032,0.138953751,
PH4alphaPV,1.511922901,0.047631131,0.280023021,
Dcp-1,1.512785911,0.000795221,0.029097095,
CG13843,1.514073726,0.125583659,0.451669751,
CR44600,1.514985154,0.06796111,0.336153795,
CG32212,1.515996152,0.007436562,0.105035782,
CG7744,1.516011931,0.005111509,0.085734212,
CG1516,1.516170758,0.000302846,0.015578739,
dimm,1.516937709,0.001842795,0.047954702,
CG6910,1.518016371,0.256793431,0.619800095,
Irbp,1.518306622,0.003044663,0.063902669,
CG8173,1.524106649,0.002312177,0.054648609,
Kdm4A,1.52497983,0.005925769,0.093035643,
CG6484,1.525107341,0.042336346,0.264262201,
CG7290,1.525134102,0.320010441,0.657780105,
CG2990,1.526015464,0.047492884,0.279586177,
CR45729,1.52846066,0.240164325,0.597689949,
emc,1.529105351,0.020037317,0.178438227,
CG34380,1.529510173,0.001501145,0.042278629,
mei-38,1.531129363,0.011135399,0.131615269,
Cpr78Ca,1.531533019,0.272445218,0.642207115,
CG7408,1.5336209,0.01736676,0.164978959,
CG34456,1.533753579,0.022239206,0.189184689,
myo,1.534176872,0.001060851,0.034718399,
fd59A,1.538935782,0.314343228,0.657780105,
grsm,1.539972672,7.51E-05,0.006920127,
loco,1.540290019,0.007515312,0.105407224,
sog,1.540333649,0.004127831,0.076155876,
Osi24,1.544134632,0.048061854,0.281420096,
CG31265,1.5445074,0.159444539,0.506849325,
CG31883,1.54468048,0.089456598,0.386319977,
CG42663,1.54470002,0.000181303,0.011701078,
CG14204,1.546841312,0.026133268,0.206073423,
CG10301,1.54691543,0.006105488,0.094586899,
CG44072,1.546932905,0.205672122,0.556211267,
alpha-Est10,1.547093269,0.000341839,0.016700444,
nec,1.54726166,0.023934721,0.19607413,
CG14907,1.548903085,0.00032111,0.016000601,
hdly,1.549443012,0.006716009,0.098957875,
CR45593,1.549594844,0.161281414,0.510461806,
CG14688,1.550233072,0.195432866,0.544980999,
CG32105,1.550288806,0.022633825,0.191392049,
Cyp311a1,1.551858272,0.030667951,0.223486799,
CG17337,1.551876119,0.00042118,0.019334489,
CG5853,1.551940903,0.000735281,0.027711092,
NijB,1.553338375,0.018829378,0.17234689,
Oatp33Ea,1.554054543,0.007396681,0.104760347,
CG42763,1.554892616,0.160256809,0.508414946,
Npc2b,1.565289433,0.016497957,0.160930994,
Inx7,1.566249345,0.000259523,0.014009435,
spd-2,1.568203593,0.003170751,0.06506048,
Sse,1.569256388,0.040718333,0.258968599,
CS-2,1.570015178,0.000267311,0.01425388,
CG34330,1.571923498,0.008200069,0.109731607,
CG6830,1.572933867,0.002232567,0.053416691,
hebe,1.573453935,3.79E-05,0.004838576,
CenG1A,1.574645434,0.000126696,0.009551313,
CG12493,1.576221413,0.113069783,0.435592623,
CG13202,1.57725707,0.127468482,0.454721118,
Or45b,1.580472775,0.06734534,0.33536212,
CG15706,1.583128419,0.002645428,0.058419872,
Smvt,1.583963944,0.170085118,0.524931835,
CG11353,1.586278128,0.000569684,0.02322559,
CG11668,1.588378783,0.014223614,0.149748683,
slbo,1.589101693,0.081765002,0.36962261,
stan,1.590643677,0.000633474,0.025066667,
CG6295,1.592577329,0.168890407,0.523521655,
E(spl)mbeta-HLH,1.59675114,0.000469468,0.020414797,
Atet,1.597458893,0.002136053,0.051888292,
Toll-9,1.598238393,0.023015944,0.19297644,
CG5849,1.601617469,7.97E-05,0.007183478,
Mipp1,1.603306438,0.023567906,0.195116444,
Tsp42Eb,1.607063017,0.170024702,0.524931835,
CG11652,1.607560824,0.000770506,0.028586651,
Lac,1.608630942,0.026215582,0.206268828,
CG8401,1.609729692,0.161517031,0.510935065,
CG17646,1.61171224,0.000327681,0.01628167,
fred,1.612268887,0.002604293,0.058024306,
dac,1.614551843,0.00186466,0.048156483,
CG9692,1.616328646,0.267502897,0.635248915,
CG9519,1.616802379,0.248181122,0.609458752,
CG33160,1.618407784,0.21095158,0.562609602,
Tsf1,1.622206696,0.093680405,0.393947337,
CG11263,1.623216188,0.036359096,0.243647736,
CR44984,1.625262149,0.077246663,0.358747781,
CR43653,1.625429112,0.034359503,0.235666006,
CG9505,1.626172466,0.00309397,0.064452222,
CG31954,1.626476875,0.006448478,0.096523993,
Muc68Ca,1.627137725,0.051895319,0.291717303,
kl-2,1.632385443,0.342893124,0.658502194,
E(spl)malpha-BFM,1.632806743,0.00191613,0.049067512,
Mal-A2,1.634179233,8.76E-05,0.007465364,
Cyp6a15Psi,1.634716134,0.038717863,0.252300828,
CR43474,1.635826159,0.023824458,0.195773165,
CG31815,1.636813332,0.046799795,0.277185378,
CG12288,1.637995933,0.000902351,0.031313722,
CG17917,1.639339026,0.088864067,0.38469584,
CG15209,1.641679532,0.00101378,0.033709161,
CR44047,1.641810705,0.02784219,0.212679144,
CG3376,1.642769288,0.077341097,0.358757621,
CG14356,1.642852584,0.118619474,0.446835593,
rut,1.643648477,0.000252333,0.013931381,
CG32681,1.644385751,0.135841531,0.469513103,
CG44251,1.644655076,0.000686109,0.026373717,
CG30411,1.645185229,0.002132057,0.051863254,
Vago,1.64829155,0.30553361,0.657780105,
CG11438,1.64829155,0.30553361,0.657780105,
CG9812,1.648541485,0.046724262,0.277019435,
CG13226,1.652774198,0.234716137,0.590416599,
CycB3,1.654528639,0.016101853,0.158522476,
tim,1.654823234,0.000171546,0.011377837,
DAAM,1.655794805,8.48E-05,0.007453426,
dlp,1.657240103,0.000568144,0.023216916,
BthD,1.658775789,0.008495003,0.112126268,
CG6441,1.661337024,0.164842433,0.516842142,
CG9568,1.661836957,0.001681493,0.045245091,
hng3,1.662423505,0.001400828,0.040543415,
CR44375,1.663264839,0.131098705,0.461073064,
CG30287,1.664370869,0.003034752,0.063795457,
CG11453,1.665068729,0.000171932,0.011377837,
mir-281-2,1.667962574,0.264297333,0.63029184,
tgy,1.668073718,0.021680442,0.186956032,
CG15255,1.668186919,0.00482337,0.082869091,
CR43847,1.6691701,0.297259808,0.657780105,
CG4021,1.669765694,0.297195927,0.657780105,
CG4546,1.669765694,0.297195927,0.657780105,
CR44339,1.669765694,0.297195927,0.657780105,
ptr,1.675337311,0.004598696,0.08076943,
CG4570,1.675657738,0.012136484,0.138446453,
CG32036,1.678291446,0.020072381,0.17847786,
CG14989,1.679290311,0.020398618,0.179915197,
CG31546,1.679411183,0.004113452,0.075970732,
CG42820,1.681529045,0.145977487,0.489108478,
CR44579,1.68183711,0.230876596,0.585545328,
qtc,1.682517174,0.000230462,0.013291032,
snoRNA:Me28S-A1322,1.683013912,0.028002077,0.212752528,
CG13907,1.683142042,0.000527485,0.021965979,
emp,1.68338589,0.000130241,0.009734713,
snoRNA:Psi18S-301,1.684644102,0.2927304,0.657780105,
Tsp5D,1.685822287,0.026912235,0.209197777,
CR44135,1.687367728,0.018340984,0.170357838,
CG42268,1.687418874,2.84E-05,0.004078508,
CR45192,1.68749965,0.091862218,0.392513432,
TrissinR,1.688126627,0.003501978,0.069367029,
L,1.68826901,0.001216895,0.037339461,
CG14499,1.691120657,0.226075643,0.579010542,
CG12480,1.693040573,0.256130141,0.61882676,
CG18538,1.693040573,0.256130141,0.61882676,
CG12594,1.693458874,0.012360366,0.139142679,
snoRNA:Psi28S-2949,1.693639699,0.289573276,0.657780105,
CG14195,1.695814368,0.009583436,0.120933831,
CG9663,1.696026634,0.000379684,0.017947755,
CG10254,1.696634681,0.001708479,0.045620301,
mdy,1.696905196,0.000222655,0.013024219,
CG17826,1.696965197,0.223887434,0.575428541,
CR44392,1.697054805,0.032481842,0.229260458,
hth,1.699504415,0.001078299,0.035054745,
CG4653,1.701428149,0.076102126,0.35607977,
CG5139,1.701489675,0.168032477,0.522376114,
IM18,1.702069428,0.19015698,0.537206521,
CG10332,1.702069428,0.19015698,0.537206521,
CR46115,1.706714277,0.250756352,0.612874315,
CG11672,1.707360786,0.056571045,0.305709346,
CG6739,1.707740745,0.096625642,0.399995855,
CG7470,1.709621852,0.001100222,0.035503475,
Cyt-c-d,1.718478369,0.022689088,0.191523532,
CG12171,1.719337421,5.51E-05,0.006064029,
CG31538,1.721316142,0.202536202,0.554706884,
Act88F,1.722935518,0.255379548,0.618327787,
Femcoat,1.722935518,0.255379548,0.618327787,
snoRNA:Me28S-G3081a,1.722935518,0.255379548,0.618327787,
CG31697,1.724349675,0.145086274,0.488001841,
CG3964,1.724854844,0.005120894,0.085789696,
rho,1.72605048,0.000637887,0.025184303,
CG30039,1.727364589,0.181195245,0.532100256,
CG13784,1.728143576,0.000135973,0.009836588,
Cpr35B,1.729527388,0.293110979,0.657780105,
snoRNA:Me18S-A1806,1.730129541,0.252372598,0.614998579,
CR44307,1.730129541,0.252372598,0.614998579,
CG46025,1.730731759,0.252321496,0.614998579,
CG12278,1.73133404,0.292908561,0.657780105,
CG34196,1.73133404,0.292908561,0.657780105,
Acox57D-p,1.734295872,0.007896723,0.107802962,
Ag5r,1.736229367,0.009343899,0.119693888,
CG43447,1.737888314,0.174361975,0.530165147,
svp,1.740783963,0.023300363,0.194432134,
CG2765,1.741977822,0.000143209,0.010082652,
CR45758,1.744403496,0.247075006,0.608125789,
Ugt36Bc,1.746387954,0.008265298,0.110296951,
CG9449,1.747043997,0.003955286,0.074463464,
CR32207,1.748188791,0.111120374,0.431791901,
l(2)08717,1.748953566,0.000250263,0.013931381,
dgt6,1.749450093,0.007530403,0.105452421,
Hsp22,1.749742028,6.93E-05,0.006643318,
Hsp67Bb,1.749763612,6.93E-05,0.006643318,
CG7179,1.749767428,0.286091746,0.657780105,
CR45328,1.751868442,0.163801152,0.515451987,
ppk30,1.755691055,0.256689474,0.619754127,
Ucp4C,1.759539371,0.291171962,0.657780105,
CG14565,1.761354455,0.328653984,0.657780105,
ZnT35C,1.76450666,0.006003493,0.093750977,
CG8910,1.766691945,0.219790583,0.568312206,
Acp29AB,1.766729573,0.326218015,0.657780105,
snoRNA:U27:54Ea,1.766729573,0.326218015,0.657780105,
CR43649,1.766729573,0.326218015,0.657780105,
CG31248,1.766784259,0.000917299,0.03176941,
Zip42C.2,1.767663146,0.182998197,0.532100256,
Amy-p,1.767969667,0.088017994,0.383663711,
CG6084,1.770717433,0.000135084,0.009836588,
CG3081,1.775322808,0.086541997,0.381552691,
Gs1,1.775486557,0.000136292,0.009836588,
Spn28F,1.781609188,0.275438112,0.645938936,
CR45252,1.781609188,0.275438112,0.645938936,
CG33306,1.78205029,0.209042814,0.561104791,
CR44321,1.782457252,0.004820341,0.082869091,
Act79B,1.78298056,0.019662344,0.176549878,
CR46044,1.785593969,0.005887177,0.092595973,
CG12560,1.787014376,6.04E-05,0.006216993,
neur,1.78707563,0.000474722,0.020450465,
cact,1.788421355,8.79E-05,0.007465364,
CG3829,1.792699474,0.001962657,0.049632416,
Obp99c,1.795400525,0.064330643,0.328125677,
CG6067,1.798932714,0.13492002,0.467937233,
CR44060,1.799087491,0.016645306,0.161548636,
CG31974,1.800794524,6.18E-06,0.001590058,
CR43628,1.805826011,0.000136418,0.009836588,
CR44107,1.806945995,0.000354236,0.017137678,
CG42833,1.809099433,0.098198539,0.403911567,
CG10431,1.810076328,4.91E-05,0.00579825,
CG34010,1.810137373,0.000536883,0.022198791,
CG7737,1.812203531,0.000218969,0.013023875,
CG14820,1.813324225,0.090151357,0.388170169,
CG4091,1.814275127,8.95E-05,0.007554934,
CG9626,1.815128225,0.024459349,0.198298398,
Or22c,1.818234954,0.040594966,0.258560068,
CG42807,1.822653109,0.196403091,0.546292948,
mt:tRNA:P,1.824032045,0.137284609,0.47182311,
CG33463,1.825766015,0.057260626,0.307866079,
Pi3K21B,1.827004652,2.63E-05,0.003930473,
Gadd45,1.827906051,0.000101025,0.008216698,
CG32495,1.831118398,0.130486399,0.46064441,
Mdr49,1.831374779,0.027244023,0.210374374,
CR45208,1.831840571,0.061640509,0.320548732,
CR44785,1.832006489,0.003019909,0.063709657,
pim,1.834074145,0.001339117,0.039504858,
Gclm,1.834763429,2.17E-05,0.003518246,
CG1718,1.834829331,4.89E-05,0.00579825,
CG2930,1.839279856,0.000606722,0.024282755,
Ndg,1.83981687,0.004201309,0.076862863,
CG8997,1.841233921,0.233553703,0.589105028,
Cyp6d5,1.843184492,6.98E-05,0.006643318,
CR43872,1.844671778,0.116549242,0.443902478,
DNApol-epsilon58,1.848760013,0.004860183,0.083256215,
CR45896,1.848987221,0.033757945,0.233370145,
Pmi,1.850531611,0.004785587,0.082707429,
alpha-Est9,1.851882227,0.000691782,0.026475435,
PGRP-LD,1.856539713,0.004652147,0.081147165,
Sr-CI,1.857231575,0.003397509,0.067989051,
Rh3,1.861221128,0.329793575,0.657780105,
Eig71Ef,1.861221128,0.329793575,0.657780105,
gammaTry,1.861221128,0.329793575,0.657780105,
Mst57Da,1.861221128,0.329793575,0.657780105,
tRNA:K2:42Ac,1.861221128,0.329793575,0.657780105,
tRNA:T:90Cb,1.861221128,0.329793575,0.657780105,
tRNA:V4:70BCb,1.861221128,0.329793575,0.657780105,
CG12691,1.861221128,0.329793575,0.657780105,
CG17003,1.861221128,0.329793575,0.657780105,
CG15635,1.861221128,0.329793575,0.657780105,
CG10950,1.861221128,0.329793575,0.657780105,
CG18609,1.861221128,0.329793575,0.657780105,
Obp59a,1.861221128,0.329793575,0.657780105,
CG15873,1.861221128,0.329793575,0.657780105,
Cpr66Cb,1.861221128,0.329793575,0.657780105,
CG12522,1.861221128,0.329793575,0.657780105,
CG11404,1.861221128,0.329793575,0.657780105,
CG1138,1.861221128,0.329793575,0.657780105,
Obp85a,1.861221128,0.329793575,0.657780105,
CG14323,1.861221128,0.329793575,0.657780105,
Cpr92F,1.861221128,0.329793575,0.657780105,
CG17843,1.861221128,0.329793575,0.657780105,
Or94a,1.861221128,0.329793575,0.657780105,
CG17784,1.861221128,0.329793575,0.657780105,
CG15510,1.861221128,0.329793575,0.657780105,
CG7763,1.861221128,0.329793575,0.657780105,
Gr47a,1.861221128,0.329793575,0.657780105,
Or69a,1.861221128,0.329793575,0.657780105,
snRNA:U2:34ABc,1.861221128,0.329793575,0.657780105,
CR30029,1.861221128,0.329793575,0.657780105,
CG30037,1.861221128,0.329793575,0.657780105,
tRNA:CR30240,1.861221128,0.329793575,0.657780105,
CG30458,1.861221128,0.329793575,0.657780105,
tRNA:CR31471,1.861221128,0.329793575,0.657780105,
CG31644,1.861221128,0.329793575,0.657780105,
CG31698,1.861221128,0.329793575,0.657780105,
tRNA:CR32361,1.861221128,0.329793575,0.657780105,
CG33477,1.861221128,0.329793575,0.657780105,
CG33665,1.861221128,0.329793575,0.657780105,
His1:CG33804,1.861221128,0.329793575,0.657780105,
snoRNA:snR38:54Eb,1.861221128,0.329793575,0.657780105,
CG34167,1.861221128,0.329793575,0.657780105,
CG34425,1.861221128,0.329793575,0.657780105,
CR41379,1.861221128,0.329793575,0.657780105,
CG34241,1.861221128,0.329793575,0.657780105,
Sfp65A,1.861221128,0.329793575,0.657780105,
CG42759,1.861221128,0.329793575,0.657780105,
mir-2493,1.861221128,0.329793575,0.657780105,
CG43059,1.861221128,0.329793575,0.657780105,
mir-92b,1.861221128,0.329793575,0.657780105,
mir-288,1.861221128,0.329793575,0.657780105,
mir-1003,1.861221128,0.329793575,0.657780105,
CR43142,1.861221128,0.329793575,0.657780105,
CG43188,1.861221128,0.329793575,0.657780105,
CR43382,1.861221128,0.329793575,0.657780105,
CR43419,1.861221128,0.329793575,0.657780105,
CR43435,1.861221128,0.329793575,0.657780105,
CG43450,1.861221128,0.329793575,0.657780105,
CR43456,1.861221128,0.329793575,0.657780105,
CR43457,1.861221128,0.329793575,0.657780105,
scaRNA:PsiU6-40,1.861221128,0.329793575,0.657780105,
mir-4944,1.861221128,0.329793575,0.657780105,
